10,0.7850000262260437
20,0.7850000262260437
30,0.824999988079071
40,0.8149999976158142
50,0.8199999928474426
60,0.8199999928474426
70,0.824999988079071
80,0.8100000023841858
90,0.8149999976158142
100,0.8149999976158142
10,0.7799999713897705
20,0.800000011920929
30,0.8149999976158142
40,0.8100000023841858
50,0.800000011920929
60,0.800000011920929
70,0.8100000023841858
80,0.8149999976158142
90,0.8199999928474426
100,0.824999988079071
10,0.824999988079071
20,0.875
30,0.8799999952316284
40,0.875
50,0.8799999952316284
60,0.875
70,0.8799999952316284
80,0.8799999952316284
90,0.8799999952316284
100,0.8799999952316284
10,0.8399999737739563
20,0.8450000286102295
30,0.8349999785423279
40,0.8199999928474426
50,0.8199999928474426
60,0.8100000023841858
70,0.8149999976158142
80,0.8100000023841858
90,0.8100000023841858
100,0.8149999976158142
10,0.7699999809265137
20,0.7749999761581421
30,0.7866666913032532
40,0.7850000262260437
50,0.7850000262260437
60,0.778333306312561
70,0.7799999713897705
80,0.7716666460037231
90,0.7733333110809326
100,0.7683333158493042
110,0.7716666460037231
120,0.7716666460037231
130,0.7666666507720947
140,0.7683333158493042
150,0.7599999904632568
160,0.7583333253860474
170,0.7616666555404663
180,0.7583333253860474
190,0.746666669845581
200,0.7433333396911621
210,0.7333333492279053
220,0.7366666793823242
230,0.7333333492279053
240,0.75
250,0.7749999761581421
260,0.7516666650772095
270,0.7549999952316284
280,0.753333330154419
290,0.7483333349227905
300,0.75
310,0.75
320,0.7416666746139526
330,0.7450000047683716
340,0.7383333444595337
350,0.7383333444595337
360,0.7383333444595337
370,0.7516666650772095
380,0.7599999904632568
390,0.75
400,0.746666669845581
410,0.7483333349227905
420,0.746666669845581
430,0.7450000047683716
440,0.7416666746139526
450,0.7416666746139526
460,0.7416666746139526
470,0.7400000095367432
480,0.7333333492279053
490,0.7616666555404663
500,0.7599999904632568
10,0.7549999952316284
20,0.7599999904632568
30,0.7766666412353516
40,0.7716666460037231
50,0.7749999761581421
60,0.7766666412353516
70,0.778333306312561
80,0.7799999713897705
90,0.7816666960716248
100,0.7716666460037231
110,0.7749999761581421
120,0.7666666507720947
130,0.7649999856948853
140,0.7649999856948853
150,0.7666666507720947
160,0.7599999904632568
170,0.7649999856948853
180,0.7633333206176758
190,0.7549999952316284
200,0.7616666555404663
210,0.7516666650772095
220,0.7549999952316284
230,0.753333330154419
240,0.7549999952316284
250,0.7549999952316284
260,0.75
270,0.7516666650772095
280,0.7516666650772095
290,0.7483333349227905
300,0.7516666650772095
310,0.7549999952316284
320,0.7483333349227905
330,0.75
340,0.75
350,0.75
360,0.7483333349227905
370,0.75
380,0.7516666650772095
390,0.753333330154419
400,0.7483333349227905
10,0.7616666555404663
20,0.7649999856948853
30,0.7733333110809326
40,0.7649999856948853
50,0.7516666650772095
60,0.7599999904632568
70,0.7633333206176758
80,0.7250000238418579
90,0.7649999856948853
100,0.7699999809265137
110,0.7633333206176758
